tick,agent_id,is_activated,rank
1,10000036,False,0
1,10000037,False,0
1,10000038,False,0
1,10000039,False,0
1,10000040,False,0
1,10000041,False,0
1,10000042,False,0
1,10000043,False,0
1,10000044,False,0
1,10000045,False,0
1,10000046,False,0
1,10000047,False,0
1,10000048,False,0
1,10000049,False,0
1,10000050,False,0
1,10000051,False,0
1,10000052,False,0
1,10000053,False,0
1,10000054,False,0
1,10000055,False,0
1,10000056,False,0
1,10000057,False,0
1,10000058,False,0
1,10000059,False,0
1,10000060,False,0
1,10000061,False,0
1,10000062,False,0
1,10000063,False,0
1,10000064,False,0
1,10000065,False,0
1,10000066,False,0
1,10000067,False,0
1,10000068,False,0
1,10000069,False,0
1,10000070,False,0
1,10000071,False,0
1,10000072,False,0
1,10000073,False,0
1,10000074,False,0
1,10000075,False,0
1,10000076,False,0
1,10000077,False,0
1,10000078,False,0
1,10000079,False,0
1,10000080,False,0
1,10000081,False,0
1,10000082,False,0
1,10000083,False,0
1,10000084,False,0
1,10000085,False,0
1,10000086,False,0
1,10000087,False,0
2,10000036,False,0
2,10000037,False,0
2,10000038,False,0
2,10000039,False,0
2,10000040,False,0
2,10000041,False,0
2,10000042,False,0
2,10000043,False,0
2,10000044,False,0
2,10000045,False,0
2,10000046,False,0
2,10000047,False,0
2,10000048,False,0
2,10000049,False,0
2,10000050,False,0
2,10000051,False,0
2,10000052,False,0
2,10000053,False,0
2,10000054,False,0
2,10000055,False,0
2,10000056,False,0
2,10000057,False,0
2,10000058,False,0
2,10000059,False,0
2,10000060,False,0
2,10000061,False,0
2,10000062,False,0
2,10000063,False,0
2,10000064,False,0
2,10000065,False,0
2,10000066,False,0
2,10000067,False,0
2,10000068,False,0
2,10000069,False,0
2,10000070,False,0
2,10000071,False,0
2,10000072,False,0
2,10000073,False,0
2,10000074,False,0
2,10000075,False,0
2,10000076,False,0
2,10000077,False,0
2,10000078,False,0
2,10000079,False,0
2,10000080,False,0
2,10000081,False,0
2,10000082,False,0
2,10000083,False,0
2,10000084,False,0
2,10000085,False,0
2,10000086,False,0
2,10000087,False,0
3,10000036,False,0
3,10000037,False,0
3,10000038,False,0
3,10000039,False,0
3,10000040,False,0
3,10000041,False,0
3,10000042,False,0
3,10000043,False,0
3,10000044,False,0
3,10000045,False,0
3,10000046,False,0
3,10000047,False,0
3,10000048,False,0
3,10000049,False,0
3,10000050,False,0
3,10000051,False,0
3,10000052,False,0
3,10000053,False,0
3,10000054,False,0
3,10000055,False,0
3,10000056,False,0
3,10000057,False,0
3,10000058,False,0
3,10000059,False,0
3,10000060,False,0
3,10000061,False,0
3,10000062,False,0
3,10000063,False,0
3,10000064,False,0
3,10000065,False,0
3,10000066,False,0
3,10000067,False,0
3,10000068,False,0
3,10000069,False,0
3,10000070,False,0
3,10000071,False,0
3,10000072,False,0
3,10000073,False,0
3,10000074,False,0
3,10000075,False,0
3,10000076,False,0
3,10000077,False,0
3,10000078,False,0
3,10000079,False,0
3,10000080,False,0
3,10000081,False,0
3,10000082,False,0
3,10000083,False,0
3,10000084,False,0
3,10000085,False,0
3,10000086,False,0
3,10000087,False,0
4,10000036,False,0
4,10000037,False,0
4,10000038,False,0
4,10000039,False,0
4,10000040,False,0
4,10000041,False,0
4,10000042,False,0
4,10000043,False,0
4,10000044,False,0
4,10000045,False,0
4,10000046,False,0
4,10000047,False,0
4,10000048,False,0
4,10000049,False,0
4,10000050,False,0
4,10000051,False,0
4,10000052,False,0
4,10000053,False,0
4,10000054,False,0
4,10000055,False,0
4,10000056,False,0
4,10000057,False,0
4,10000058,False,0
4,10000059,False,0
4,10000060,False,0
4,10000061,False,0
4,10000062,False,0
4,10000063,False,0
4,10000064,False,0
4,10000065,False,0
4,10000066,False,0
4,10000067,False,0
4,10000068,False,0
4,10000069,False,0
4,10000070,False,0
4,10000071,False,0
4,10000072,False,0
4,10000073,False,0
4,10000074,False,0
4,10000075,False,0
4,10000076,False,0
4,10000077,False,0
4,10000078,False,0
4,10000079,False,0
4,10000080,False,0
4,10000081,False,0
4,10000082,False,0
4,10000083,False,0
4,10000084,False,0
4,10000085,False,0
4,10000086,False,0
4,10000087,False,0
5,10000036,False,0
5,10000037,False,0
5,10000038,False,0
5,10000039,False,0
5,10000040,False,0
5,10000041,False,0
5,10000042,False,0
5,10000043,False,0
5,10000044,False,0
5,10000045,False,0
5,10000046,False,0
5,10000047,False,0
5,10000048,False,0
5,10000049,False,0
5,10000050,False,0
5,10000051,False,0
5,10000052,False,0
5,10000053,False,0
5,10000054,False,0
5,10000055,False,0
5,10000056,False,0
5,10000057,False,0
5,10000058,False,0
5,10000059,False,0
5,10000060,False,0
5,10000061,False,0
5,10000062,False,0
5,10000063,False,0
5,10000064,False,0
5,10000065,False,0
5,10000066,False,0
5,10000067,False,0
5,10000068,False,0
5,10000069,False,0
5,10000070,False,0
5,10000071,False,0
5,10000072,False,0
5,10000073,False,0
5,10000074,False,0
5,10000075,False,0
5,10000076,False,0
5,10000077,False,0
5,10000078,False,0
5,10000079,False,0
5,10000080,False,0
5,10000081,False,0
5,10000082,False,0
5,10000083,False,0
5,10000084,False,0
5,10000085,False,0
5,10000086,False,0
5,10000087,False,0
6,10000036,False,0
6,10000037,False,0
6,10000038,False,0
6,10000039,False,0
6,10000040,False,0
6,10000041,False,0
6,10000042,False,0
6,10000043,False,0
6,10000044,False,0
6,10000045,False,0
6,10000046,False,0
6,10000047,False,0
6,10000048,False,0
6,10000049,False,0
6,10000050,False,0
6,10000051,False,0
6,10000052,False,0
6,10000053,False,0
6,10000054,False,0
6,10000055,False,0
6,10000056,False,0
6,10000057,False,0
6,10000058,False,0
6,10000059,False,0
6,10000060,False,0
6,10000061,False,0
6,10000062,False,0
6,10000063,False,0
6,10000064,False,0
6,10000065,False,0
6,10000066,False,0
6,10000067,False,0
6,10000068,False,0
6,10000069,False,0
6,10000070,False,0
6,10000071,False,0
6,10000072,False,0
6,10000073,False,0
6,10000074,False,0
6,10000075,False,0
6,10000076,False,0
6,10000077,False,0
6,10000078,False,0
6,10000079,False,0
6,10000080,False,0
6,10000081,False,0
6,10000082,False,0
6,10000083,False,0
6,10000084,False,0
6,10000085,False,0
6,10000086,False,0
6,10000087,False,0
7,10000036,False,0
7,10000037,False,0
7,10000038,False,0
7,10000039,False,0
7,10000040,False,0
7,10000041,False,0
7,10000042,False,0
7,10000043,False,0
7,10000044,False,0
7,10000045,False,0
7,10000046,False,0
7,10000047,False,0
7,10000048,False,0
7,10000049,False,0
7,10000050,False,0
7,10000051,False,0
7,10000052,False,0
7,10000053,False,0
7,10000054,False,0
7,10000055,False,0
7,10000056,False,0
7,10000057,False,0
7,10000058,False,0
7,10000059,False,0
7,10000060,False,0
7,10000061,False,0
7,10000062,False,0
7,10000063,False,0
7,10000064,False,0
7,10000065,False,0
7,10000066,False,0
7,10000067,False,0
7,10000068,False,0
7,10000069,False,0
7,10000070,False,0
7,10000071,False,0
7,10000072,False,0
7,10000073,False,0
7,10000074,False,0
7,10000075,False,0
7,10000076,False,0
7,10000077,False,0
7,10000078,False,0
7,10000079,False,0
7,10000080,False,0
7,10000081,False,0
7,10000082,False,0
7,10000083,False,0
7,10000084,False,0
7,10000085,False,0
7,10000086,False,0
7,10000087,False,0
8,10000036,False,0
8,10000037,False,0
8,10000038,False,0
8,10000039,False,0
8,10000040,False,0
8,10000041,False,0
8,10000042,False,0
8,10000043,False,0
8,10000044,False,0
8,10000045,False,0
8,10000046,False,0
