tick,agent_id,agent_type,x,y,rank
3,10000051,4,12,11,0
3,10000052,4,17,5,0
3,10000053,4,18,13,0
3,10000054,4,17,3,0
3,10000055,4,15,18,0
3,10000056,4,0,7,0
3,10000057,4,12,2,0
3,10000058,4,10,12,0
3,10000059,4,9,19,0
3,10000060,4,3,9,0
3,10000061,4,0,8,0
3,10000062,4,18,12,0
3,10000063,4,6,19,0
3,10000064,4,0,9,0
3,10000065,4,16,15,0
3,10000066,4,8,10,0
3,10000067,4,4,15,0
3,10000068,4,1,8,0
3,10000069,4,5,14,0
3,10000070,4,14,14,0
3,10000071,4,18,18,0
3,10000072,4,3,2,0
3,10000073,4,2,14,0
3,10000074,4,19,18,0
3,10000075,4,2,17,0
3,10000076,4,1,19,0
3,10000077,4,7,2,0
3,10000078,4,10,19,0
3,10000079,4,4,9,0
3,10000080,4,17,16,0
3,10000081,4,2,18,0
3,10000082,4,19,5,0
3,10000083,4,13,8,0
3,10000084,4,13,0,0
3,10000085,4,16,14,0
3,10000086,4,3,12,0
3,10000087,4,10,0,0
4,10000000,0,12,10,0
4,10000001,0,6,0,0
4,10000002,0,0,3,0
4,10000003,0,12,18,0
4,10000004,0,12,19,0
4,10000005,0,11,18,0
4,10000006,0,16,13,0
4,10000007,0,7,17,0
4,10000008,0,0,15,0
4,10000009,0,16,3,0
4,10000010,0,17,0,0
4,10000011,0,1,5,0
4,10000012,0,8,8,0
4,10000013,0,0,2,0
4,10000014,0,13,10,0
4,10000015,0,5,12,0
4,10000016,0,7,9,0
4,10000017,0,16,19,0
4,10000018,0,13,19,0
4,10000019,0,14,7,0
4,10000020,3,17,2,0
4,10000021,3,11,14,0
4,10000022,3,16,10,0
4,10000023,3,7,6,0
4,10000024,3,8,9,0
4,10000025,3,14,17,0
4,10000026,3,1,18,0
4,10000027,3,10,7,0
4,10000028,3,13,11,0
4,10000029,3,5,6,0
4,10000030,3,14,11,0
4,10000031,3,10,6,0
4,10000032,3,15,7,0
4,10000033,3,6,17,0
4,10000034,3,5,4,0
4,10000035,3,14,12,0
4,10000036,4,0,1,0
4,10000037,4,7,16,0
4,10000038,4,8,15,0
4,10000039,4,6,4,0
4,10000040,4,15,17,0
4,10000041,4,1,1,0
4,10000042,4,13,6,0
4,10000043,4,11,3,0
4,10000044,4,17,9,0
4,10000045,4,17,15,0
4,10000046,4,14,4,0
4,10000047,4,15,1,0
4,10000048,4,11,8,0
4,10000049,4,19,3,0
4,10000050,4,18,1,0
4,10000051,4,12,11,0
4,10000052,4,17,5,0
4,10000053,4,18,13,0
4,10000054,4,17,3,0
4,10000055,4,15,18,0
4,10000056,4,0,7,0
4,10000057,4,12,2,0
4,10000058,4,10,12,0
4,10000059,4,9,19,0
4,10000060,4,3,9,0
4,10000061,4,0,8,0
4,10000062,4,18,12,0
4,10000063,4,6,19,0
4,10000064,4,0,9,0
4,10000065,4,16,15,0
4,10000066,4,8,10,0
4,10000067,4,4,15,0
4,10000068,4,1,8,0
4,10000069,4,5,14,0
4,10000070,4,14,14,0
4,10000071,4,18,18,0
4,10000072,4,3,2,0
4,10000073,4,2,14,0
4,10000074,4,19,18,0
4,10000075,4,2,17,0
4,10000076,4,1,19,0
4,10000077,4,7,2,0
4,10000078,4,10,19,0
4,10000079,4,4,9,0
4,10000080,4,17,16,0
4,10000081,4,2,18,0
4,10000082,4,19,5,0
4,10000083,4,13,8,0
4,10000084,4,13,0,0
4,10000085,4,16,14,0
4,10000086,4,3,12,0
4,10000087,4,10,0,0
5,10000000,0,12,10,0
5,10000001,0,6,0,0
5,10000002,0,0,3,0
5,10000003,0,12,18,0
5,10000004,0,12,19,0
5,10000005,0,11,18,0
5,10000006,0,16,13,0
5,10000007,0,7,17,0
5,10000008,0,0,15,0
5,10000009,0,16,3,0
5,10000010,0,17,0,0
5,10000011,0,1,5,0
5,10000012,0,8,8,0
5,10000013,0,0,2,0
5,10000014,0,13,10,0
5,10000015,0,5,12,0
5,10000016,0,7,9,0
5,10000017,0,16,19,0
5,10000018,0,13,19,0
5,10000019,0,14,7,0
5,10000020,3,17,2,0
5,10000021,3,11,14,0
5,10000022,3,16,10,0
5,10000023,3,7,6,0
5,10000024,3,8,9,0
5,10000025,3,14,17,0
5,10000026,3,1,18,0
5,10000027,3,10,7,0
5,10000028,3,13,11,0
5,10000029,3,5,6,0
5,10000030,3,14,11,0
5,10000031,3,10,6,0
5,10000032,3,15,7,0
5,10000033,3,6,17,0
5,10000034,3,5,4,0
5,10000035,3,14,12,0
5,10000036,4,0,1,0
5,10000037,4,7,16,0
5,10000038,4,8,15,0
5,10000039,4,6,4,0
5,10000040,4,15,17,0
5,10000041,4,1,1,0
5,10000042,4,13,6,0
5,10000043,4,11,3,0
5,10000044,4,17,9,0
5,10000045,4,17,15,0
5,10000046,4,14,4,0
5,10000047,4,15,1,0
5,10000048,4,11,8,0
5,10000049,4,19,3,0
5,10000050,4,18,1,0
5,10000051,4,12,11,0
5,10000052,4,17,5,0
5,10000053,4,18,13,0
5,10000054,4,17,3,0
5,10000055,4,15,18,0
5,10000056,4,0,7,0
5,10000057,4,12,2,0
5,10000058,4,10,12,0
5,10000059,4,9,19,0
5,10000060,4,3,9,0
5,10000061,4,0,8,0
5,10000062,4,18,12,0
5,10000063,4,6,19,0
5,10000064,4,0,9,0
5,10000065,4,16,15,0
5,10000066,4,8,10,0
5,10000067,4,4,15,0
5,10000068,4,1,8,0
5,10000069,4,5,14,0
5,10000070,4,14,14,0
5,10000071,4,18,18,0
5,10000072,4,3,2,0
5,10000073,4,2,14,0
5,10000074,4,19,18,0
5,10000075,4,2,17,0
5,10000076,4,1,19,0
5,10000077,4,7,2,0
5,10000078,4,10,19,0
5,10000079,4,4,9,0
5,10000080,4,17,16,0
5,10000081,4,2,18,0
5,10000082,4,19,5,0
5,10000083,4,13,8,0
5,10000084,4,13,0,0
5,10000085,4,16,14,0
5,10000086,4,3,12,0
5,10000087,4,10,0,0
6,10000000,0,12,10,0
6,10000001,0,6,0,0
6,10000002,0,0,3,0
6,10000003,0,12,18,0
6,10000004,0,12,19,0
6,10000005,0,11,18,0
6,10000006,0,16,13,0
6,10000007,0,7,17,0
6,10000008,0,0,15,0
6,10000009,0,16,3,0
6,10000010,0,17,0,0
6,10000011,0,1,5,0
6,10000012,0,8,8,0
6,10000013,0,0,2,0
6,10000014,0,13,10,0
6,10000015,0,5,12,0
6,10000016,0,7,9,0
6,10000017,0,16,19,0
6,10000018,0,13,19,0
6,10000019,0,14,7,0
6,10000020,3,17,2,0
6,10000021,3,11,14,0
6,10000022,3,16,10,0
6,10000023,3,7,6,0
6,10000024,3,8,9,0
6,10000025,3,14,17,0
6,10000026,3,1,18,0
6,10000027,3,10,7,0
6,10000028,3,13,11,0
6,10000029,3,5,6,0
6,10000030,3,14,11,0
6,10000031,3,10,6,0
6,10000032,3,15,7,0
6,10000033,3,6,17,0
6,10000034,3,5,4,0
6,10000035,3,14,12,0
6,10000036,4,0,1,0
6,10000037,4,7,16,0
6,10000038,4,8,15,0
6,10000039,4,6,4,0
6,10000040,4,15,17,0
6,10000041,4,1,1,0
6,10000042,4,13,6,0
6,10000043,4,11,3,0
6,10000044,4,17,9,0
6,10000045,4,17,15,0
6,10000046,4,14,4,0
6,10000047,4,15,1,0
6,10000048,4,11,8,0
6,10000049,4,19,3,0
6,10000050,4,18,1,0
6,10000051,4,12,11,0
6,10000052,4,17,5,0
6,10000053,4,18,13,0
6,10000054,4,17,3,0
6,10000055,4,15,18,0
6,10000056,4,0,7,0
6,10000057,4,12,2,0
6,10000058,4,10,12,0
6,10000059,4,9,19,0
6,10000060,4,3,9,0
6,10000061,4,0,8,0
6,10000062,4,18,12,0
6,10000063,4,6,19,0
6,10000064,4,0,9,0
6,10000065,4,16,15,0
6,10000066,4,8,10,0
6,10000067,4,4,15,0
6,10000068,4,1,8,0
6,10000069,4,5,14,0
6,10000070,4,14,14,0
6,10000071,4,18,18,0
6,10000072,4,3,2,0
6,10000073,4,2,14,0
6,10000074,4,19,18,0
6,10000075,4,2,17,0
6,10000076,4,1,19,0
6,10000077,4,7,2,0
6,10000078,4,10,19,0
6,10000079,4,4,9,0
6,10000080,4,17,16,0
6,10000081,4,2,18,0
6,10000082,4,19,5,0
6,10000083,4,13,8,0
6,10000084,4,13,0,0
6,10000085,4,16,14,0
6,10000086,4,3,12,0
6,10000087,4,10,0,0
7,10000000,0,12,10,0
7,10000001,0,6,0,0
7,10000002,0,0,3,0
7,10000003,0,12,18,0
7,10000004,0,12,19,0
7,10000005,0,11,18,0
7,10000006,0,16,13,0
7,10000007,0,7,17,0
7,10000008,0,0,15,0
7,10000009,0,16,3,0
7,10000010,0,17,0,0
7,10000011,0,1,5,0
7,10000012,0,8,8,0
7,10000013,0,0,2,0
7,10000014,0,13,10,0
7,10000015,0,5,12,0
7,10000016,0,7,9,0
7,10000017,0,16,19,0
7,10000018,0,13,19,0
7,10000019,0,14,7,0
7,10000020,3,17,2,0
7,10000021,3,11,14,0
7,10000022,3,16,10,0
7,10000023,3,7,6,0
7,10000024,3,8,9,0
7,10000025,3,14,17,0
7,10000026,3,1,18,0
7,10000027,3,10,7,0
7,10000028,3,13,11,0
7,10000029,3,5,6,0
7,10000030,3,14,11,0
7,10000031,3,10,6,0
7,10000032,3,15,7,0
7,10000033,3,6,17,0
7,10000034,3,5,4,0
7,10000035,3,14,12,0
7,10000036,4,0,1,0
7,10000037,4,7,16,0
7,10000038,4,8,15,0
7,10000039,4,6,4,0
7,10000040,4,15,17,0
7,10000041,4,1,1,0
7,10000042,4,13,6,0
7,10000043,4,11,3,0
7,10000044,4,17,9,0
7,10000045,4,17,15,0
7,10000046,4,14,4,0
7,10000047,4,15,1,0
7,10000048,4,11,8,0
7,10000049,4,19,3,0
7,10000050,4,18,1,0
7,10000051,4,12,11,0
7,10000052,4,17,5,0
7,10000053,4,18,13,0
7,10000054,4,17,3,0
7,10000055,4,15,18,0
7,10000056,4,0,7,0
7,10000057,4,12,2,0
7,10000058,4,10,12,0
7,10000059,4,9,19,0
7,10000060,4,3,9,0
7,10000061,4,0,8,0
7,10000062,4,18,12,0
7,10000063,4,6,19,0
7,10000064,4,0,9,0
7,10000065,4,16,15,0
7,10000066,4,8,10,0
7,10000067,4,4,15,0
7,10000068,4,1,8,0
7,10000069,4,5,14,0
7,10000070,4,14,14,0
7,10000071,4,18,18,0
7,10000072,4,3,2,0
7,10000073,4,2,14,0
7,10000074,4,19,18,0
7,10000075,4,2,17,0
7,10000076,4,1,19,0
7,10000077,4,7,2,0
7,10000078,4,10,19,0
7,10000079,4,4,9,0
7,10000080,4,17,16,0
7,10000081,4,2,18,0
7,10000082,4,19,5,0
7,10000083,4,13,8,0
7,10000084,4,13,0,0
7,10000085,4,16,14,0
7,10000086,4,3,12,0
7,10000087,4,10,0,0
8,10000000,0,12,10,0
8,10000001,0,6,0,0
8,10000002,0,0,3,0
8,10000003,0,12,18,0
8,10000004,0,12,19,0
8,10000005,0,11,18,0
8,10000006,0,16,13,0
8,10000007,0,7,17,0
8,10000008,0,0,15,0
8,10000009,0,16,3,0
8,10000010,0,17,0,0
8,10000011,0,1,5,0
8,10000012,0,8,8,0
8,10000013,0,0,2,0
8,10000014,0,13,10,0
8,10000015,0,5,12,0
8,10000016,0,7,9,0
8,10000017,0,16,19,0
8,10000018,0,13,19,0
8,10000019,0,14,7,0
8,10000020,3,17,2,0
8,10000021,3,11,14,0
8,10000022,3,16,10,0
8,10000023,3,7,6,0
8,10000024,3,8,9,0
8,10000025,3,14,17,0
8,10000026,3,1,18,0
8,10000027,3,10,7,0
8,10000028,3,13,11,0
8,10000029,3,5,6,0
8,10000030,3,14,11,0
8,10000031,3,10,6,0
8,10000032,3,15,7,0
8,10000033,3,6,17,0
8,10000034,3,5,4,0
8,10000035,3,14,12,0
8,10000036,4,0,1,0
8,10000037,4,7,16,0
8,10000038,4,8,15,0
8,10000039,4,6,4,0
8,10000040,4,15,17,0
8,10000041,4,1,1,0
8,10000042,4,13,6,0
8,10000043,4,11,3,0
8,10000044,4,17,9,0
8,10000045,4,17,15,0
8,10000046,4,14,4,0
8,10000047,4,15,1,0
8,10000048,4,11,8,0
8,10000049,4,19,3,0
8,10000050,4,18,1,0
8,10000051,4,12,11,0
8,10000052,4,17,5,0
8,10000053,4,18,13,0
8,10000054,4,17,3,0
8,10000055,4,15,18,0
8,10000056,4,0,7,0
8,10000057,4,12,2,0
8,10000058,4,10,12,0
8,10000059,4,9,19,0
8,10000060,4,3,9,0
8,10000061,4,0,8,0
8,10000062,4,18,12,0
8,10000063,4,6,19,0
8,10000064,4,0,9,0
8,10000065,4,16,15,0
8,10000066,4,8,10,0
8,10000067,4,4,15,0
8,10000068,4,1,8,0
8,10000069,4,5,14,0
8,10000070,4,14,14,0
8,10000071,4,18,18,0
8,10000072,4,3,2,0
8,10000073,4,2,14,0
8,10000074,4,19,18,0
8,10000075,4,2,17,0
8,10000076,4,1,19,0
8,10000077,4,7,2,0
8,10000078,4,10,19,0
8,10000079,4,4,9,0
8,10000080,4,17,16,0
8,10000081,4,2,18,0
8,10000082,4,19,5,0
8,10000083,4,13,8,0
8,10000084,4,13,0,0
8,10000085,4,16,14,0
8,10000086,4,3,12,0
8,10000087,4,10,0,0
9,10000000,0,12,10,0
9,10000001,0,6,0,0
9,10000002,0,0,3,0
9,10000003,0,12,18,0
9,10000004,0,12,19,0
9,10000005,0,11,18,0
9,10000006,0,16,13,0
9,10000007,0,7,17,0
9,10000008,0,0,15,0
9,10000009,0,16,3,0
9,10000010,0,17,0,0
9,10000011,0,1,5,0
9,10000012,0,8,8,0
9,10000013,0,0,2,0
9,10000014,0,13,10,0
9,10000015,0,5,12,0
9,10000016,0,7,9,0
9,10000017,0,16,19,0
9,10000018,0,13,19,0
9,10000019,0,14,7,0
9,10000020,3,17,2,0
9,10000021,3,11,14,0
9,10000022,3,16,10,0
9,10000023,3,7,6,0
9,10000024,3,8,9,0
9,10000025,3,14,17,0
9,10000026,3,1,18,0
9,10000027,3,10,7,0
9,10000028,3,13,11,0
9,10000029,3,5,6,0
9,10000030,3,14,11,0
9,10000031,3,10,6,0
9,10000032,3,15,7,0
9,10000033,3,6,17,0
9,10000034,3,5,4,0
9,10000035,3,14,12,0
9,10000036,4,0,1,0
9,10000037,4,7,16,0
9,10000038,4,8,15,0
9,10000039,4,6,4,0
9,10000040,4,15,17,0
9,10000041,4,1,1,0
9,10000042,4,13,6,0
9,10000043,4,11,3,0
9,10000044,4,17,9,0
9,10000045,4,17,15,0
9,10000046,4,14,4,0
9,10000047,4,15,1,0
9,10000048,4,11,8,0
9,10000049,4,19,3,0
9,10000050,4,18,1,0
9,10000051,4,12,11,0
9,10000052,4,17,5,0
9,10000053,4,18,13,0
9,10000054,4,17,3,0
9,10000055,4,15,18,0
9,10000056,4,0,7,0
9,10000057,4,12,2,0
9,10000058,4,10,12,0
9,10000059,4,9,19,0
9,10000060,4,3,9,0
9,10000061,4,0,8,0
9,10000062,4,18,12,0
9,10000063,4,6,19,0
9,10000064,4,0,9,0
9,10000065,4,16,15,0
9,10000066,4,8,10,0
9,10000067,4,4,15,0
9,10000068,4,1,8,0
9,10000069,4,5,14,0
9,10000070,4,14,14,0
9,10000071,4,18,18,0
9,10000072,4,3,2,0
9,10000073,4,2,14,0
9,10000074,4,19,18,0
9,10000075,4,2,17,0
9,10000076,4,1,19,0
9,10000077,4,7,2,0
9,10000078,4,10,19,0
9,10000079,4,4,9,0
9,10000080,4,17,16,0
9,10000081,4,2,18,0
9,10000082,4,19,5,0
9,10000083,4,13,8,0
9,10000084,4,13,0,0
9,10000085,4,16,14,0
9,10000086,4,3,12,0
9,10000087,4,10,0,0
10,10000000,0,12,10,0
10,10000001,0,6,0,0
10,10000002,0,0,3,0
10,10000003,0,12,18,0
10,10000004,0,12,19,0
10,10000005,0,11,18,0
10,10000006,0,16,13,0
10,10000007,0,7,17,0
10,10000008,0,0,15,0
10,10000009,0,16,3,0
10,10000010,0,17,0,0
10,10000011,0,1,5,0
10,10000012,0,8,8,0
10,10000013,0,0,2,0
10,10000014,0,13,10,0
10,10000015,0,5,12,0
10,10000016,0,7,9,0
10,10000017,0,16,19,0
10,10000018,0,13,19,0
10,10000019,0,14,7,0
10,10000020,3,17,2,0
10,10000021,3,11,14,0
10,10000022,3,16,10,0
