tick,agent_id,is_activated,rank
28,10000026,False,0
28,10000027,False,0
28,10000028,False,0
28,10000029,False,0
28,10000030,False,0
28,10000031,False,0
28,10000032,False,0
28,10000033,False,0
28,10000034,False,0
28,10000035,False,0
29,10000020,False,0
29,10000021,False,0
29,10000022,False,0
29,10000023,False,0
29,10000024,False,0
29,10000025,False,0
29,10000026,False,0
29,10000027,False,0
29,10000028,False,0
29,10000029,False,0
29,10000030,False,0
29,10000031,False,0
29,10000032,False,0
29,10000033,False,0
29,10000034,False,0
29,10000035,False,0
30,10000020,False,0
30,10000021,False,0
30,10000022,False,0
30,10000023,False,0
30,10000024,False,0
30,10000025,False,0
30,10000026,False,0
30,10000027,False,0
30,10000028,False,0
30,10000029,False,0
30,10000030,False,0
30,10000031,False,0
30,10000032,False,0
30,10000033,False,0
30,10000034,False,0
30,10000035,False,0
31,10000020,False,0
31,10000021,False,0
31,10000022,False,0
31,10000023,False,0
31,10000024,False,0
31,10000025,False,0
31,10000026,False,0
31,10000027,False,0
31,10000028,False,0
31,10000029,False,0
31,10000030,False,0
31,10000031,False,0
31,10000032,False,0
31,10000033,False,0
31,10000034,False,0
31,10000035,False,0
32,10000020,False,0
32,10000021,False,0
32,10000022,False,0
32,10000023,False,0
32,10000024,False,0
32,10000025,False,0
32,10000026,False,0
32,10000027,False,0
32,10000028,False,0
32,10000029,False,0
32,10000030,False,0
32,10000031,False,0
32,10000032,False,0
32,10000033,False,0
32,10000034,False,0
32,10000035,False,0
33,10000020,False,0
33,10000021,False,0
33,10000022,False,0
33,10000023,False,0
33,10000024,False,0
33,10000025,False,0
33,10000026,False,0
33,10000027,False,0
33,10000028,False,0
33,10000029,False,0
33,10000030,False,0
33,10000031,False,0
33,10000032,False,0
33,10000033,False,0
33,10000034,False,0
33,10000035,False,0
34,10000020,False,0
34,10000021,False,0
34,10000022,False,0
34,10000023,False,0
34,10000024,False,0
34,10000025,False,0
34,10000026,False,0
34,10000027,False,0
34,10000028,False,0
34,10000029,False,0
34,10000030,False,0
34,10000031,False,0
34,10000032,False,0
34,10000033,False,0
34,10000034,False,0
34,10000035,False,0
35,10000020,False,0
35,10000021,False,0
35,10000022,False,0
35,10000023,False,0
35,10000024,False,0
35,10000025,False,0
35,10000026,False,0
35,10000027,False,0
35,10000028,False,0
35,10000029,False,0
35,10000030,False,0
35,10000031,False,0
35,10000032,False,0
35,10000033,False,0
35,10000034,False,0
35,10000035,False,0
36,10000020,False,0
36,10000021,False,0
36,10000022,False,0
36,10000023,False,0
36,10000024,False,0
36,10000025,False,0
36,10000026,False,0
36,10000027,False,0
36,10000028,False,0
36,10000029,False,0
36,10000030,False,0
36,10000031,False,0
36,10000032,False,0
36,10000033,False,0
36,10000034,False,0
36,10000035,False,0
37,10000020,False,0
37,10000021,False,0
37,10000022,False,0
37,10000023,False,0
37,10000024,False,0
37,10000025,False,0
37,10000026,False,0
37,10000027,False,0
37,10000028,False,0
37,10000029,False,0
37,10000030,False,0
37,10000031,False,0
37,10000032,False,0
37,10000033,False,0
37,10000034,False,0
37,10000035,False,0
38,10000020,False,0
38,10000021,False,0
38,10000022,False,0
38,10000023,False,0
38,10000024,False,0
38,10000025,False,0
38,10000026,False,0
38,10000027,False,0
38,10000028,False,0
38,10000029,False,0
38,10000030,False,0
38,10000031,False,0
38,10000032,False,0
38,10000033,False,0
38,10000034,False,0
38,10000035,False,0
39,10000020,False,0
39,10000021,False,0
39,10000022,False,0
39,10000023,False,0
39,10000024,False,0
39,10000025,False,0
39,10000026,False,0
39,10000027,False,0
39,10000028,False,0
39,10000029,False,0
39,10000030,False,0
39,10000031,False,0
39,10000032,False,0
39,10000033,False,0
39,10000034,False,0
39,10000035,False,0
40,10000020,False,0
40,10000021,False,0
40,10000022,False,0
40,10000023,False,0
40,10000024,False,0
40,10000025,False,0
40,10000026,False,0
40,10000027,False,0
40,10000028,False,0
40,10000029,False,0
40,10000030,False,0
40,10000031,False,0
40,10000032,False,0
40,10000033,False,0
40,10000034,False,0
40,10000035,False,0
41,10000020,False,0
41,10000021,False,0
41,10000022,False,0
41,10000023,False,0
41,10000024,False,0
41,10000025,False,0
41,10000026,False,0
41,10000027,False,0
41,10000028,False,0
41,10000029,False,0
41,10000030,False,0
41,10000031,False,0
41,10000032,False,0
41,10000033,False,0
41,10000034,False,0
41,10000035,False,0
42,10000020,False,0
42,10000021,False,0
42,10000022,False,0
42,10000023,False,0
42,10000024,False,0
42,10000025,False,0
42,10000026,False,0
42,10000027,False,0
42,10000028,False,0
42,10000029,False,0
42,10000030,False,0
42,10000031,False,0
42,10000032,False,0
42,10000033,False,0
42,10000034,False,0
42,10000035,False,0
43,10000020,False,0
43,10000021,False,0
43,10000022,False,0
43,10000023,False,0
43,10000024,False,0
43,10000025,False,0
43,10000026,False,0
43,10000027,False,0
43,10000028,False,0
43,10000029,False,0
43,10000030,False,0
43,10000031,False,0
43,10000032,False,0
43,10000033,False,0
43,10000034,False,0
43,10000035,False,0
44,10000020,False,0
44,10000021,False,0
44,10000022,False,0
44,10000023,False,0
44,10000024,False,0
44,10000025,False,0
44,10000026,False,0
44,10000027,False,0
44,10000028,False,0
44,10000029,False,0
44,10000030,False,0
44,10000031,False,0
44,10000032,False,0
44,10000033,False,0
44,10000034,False,0
44,10000035,False,0
45,10000020,False,0
45,10000021,False,0
45,10000022,False,0
45,10000023,False,0
45,10000024,False,0
45,10000025,False,0
45,10000026,False,0
45,10000027,False,0
45,10000028,False,0
45,10000029,False,0
45,10000030,False,0
45,10000031,False,0
45,10000032,False,0
45,10000033,False,0
45,10000034,False,0
45,10000035,False,0
46,10000020,False,0
46,10000021,False,0
46,10000022,False,0
46,10000023,False,0
46,10000024,False,0
46,10000025,False,0
46,10000026,False,0
46,10000027,False,0
46,10000028,False,0
46,10000029,False,0
46,10000030,False,0
46,10000031,False,0
46,10000032,False,0
46,10000033,False,0
46,10000034,False,0
46,10000035,False,0
47,10000020,False,0
47,10000021,False,0
47,10000022,False,0
47,10000023,False,0
47,10000024,False,0
47,10000025,False,0
47,10000026,False,0
47,10000027,False,0
47,10000028,False,0
47,10000029,False,0
47,10000030,False,0
47,10000031,False,0
47,10000032,False,0
47,10000033,False,0
47,10000034,False,0
47,10000035,False,0
48,10000020,False,0
48,10000021,False,0
48,10000022,False,0
48,10000023,False,0
48,10000024,False,0
48,10000025,False,0
48,10000026,False,0
48,10000027,False,0
48,10000028,False,0
48,10000029,False,0
48,10000030,False,0
48,10000031,False,0
48,10000032,False,0
48,10000033,False,0
48,10000034,False,0
48,10000035,False,0
49,10000020,False,0
49,10000021,False,0
49,10000022,False,0
49,10000023,False,0
49,10000024,False,0
49,10000025,False,0
49,10000026,False,0
49,10000027,False,0
49,10000028,False,0
49,10000029,False,0
49,10000030,False,0
49,10000031,False,0
49,10000032,False,0
49,10000033,False,0
49,10000034,False,0
49,10000035,False,0
50,10000020,False,0
50,10000021,False,0
50,10000022,False,0
50,10000023,False,0
50,10000024,False,0
50,10000025,False,0
50,10000026,False,0
50,10000027,False,0
50,10000028,False,0
50,10000029,False,0
50,10000030,False,0
50,10000031,False,0
50,10000032,False,0
50,10000033,False,0
50,10000034,False,0
50,10000035,False,0
51,10000020,False,0
51,10000021,False,0
51,10000022,False,0
51,10000023,False,0
51,10000024,False,0
51,10000025,False,0
51,10000026,False,0
51,10000027,False,0
51,10000028,False,0
51,10000029,False,0
51,10000030,False,0
51,10000031,False,0
51,10000032,False,0
51,10000033,False,0
51,10000034,False,0
51,10000035,False,0
52,10000020,False,0
52,10000021,False,0
52,10000022,False,0
52,10000023,False,0
52,10000024,False,0
52,10000025,False,0
52,10000026,False,0
52,10000027,False,0
52,10000028,False,0
52,10000029,False,0
52,10000030,False,0
52,10000031,False,0
52,10000032,False,0
52,10000033,False,0
52,10000034,False,0
52,10000035,False,0
53,10000020,False,0
53,10000021,False,0
53,10000022,False,0
53,10000023,False,0
53,10000024,False,0
53,10000025,False,0
53,10000026,False,0
53,10000027,False,0
53,10000028,False,0
53,10000029,False,0
53,10000030,False,0
53,10000031,False,0
53,10000032,False,0
53,10000033,False,0
53,10000034,False,0
53,10000035,False,0
54,10000020,False,0
54,10000021,False,0
54,10000022,False,0
54,10000023,False,0
54,10000024,False,0
54,10000025,False,0
54,10000026,False,0
54,10000027,False,0
54,10000028,False,0
54,10000029,False,0
54,10000030,False,0
54,10000031,False,0
54,10000032,False,0
54,10000033,False,0
54,10000034,False,0
54,10000035,False,0
55,10000020,False,0
55,10000021,False,0
55,10000022,False,0
55,10000023,False,0
55,10000024,False,0
55,10000025,False,0
55,10000026,False,0
55,10000027,False,0
55,10000028,False,0
55,10000029,False,0
55,10000030,False,0
55,10000031,False,0
55,10000032,False,0
55,10000033,False,0
55,10000034,False,0
55,10000035,False,0
56,10000020,False,0
56,10000021,False,0
56,10000022,False,0
56,10000023,False,0
56,10000024,False,0
56,10000025,False,0
56,10000026,False,0
56,10000027,False,0
56,10000028,False,0
56,10000029,False,0
56,10000030,False,0
56,10000031,False,0
56,10000032,False,0
56,10000033,False,0
56,10000034,False,0
56,10000035,False,0
57,10000020,False,0
57,10000021,False,0
57,10000022,False,0
57,10000023,False,0
57,10000024,False,0
57,10000025,False,0
57,10000026,False,0
57,10000027,False,0
57,10000028,False,0
57,10000029,False,0
57,10000030,False,0
57,10000031,False,0
57,10000032,False,0
57,10000033,False,0
57,10000034,False,0
57,10000035,False,0
58,10000020,False,0
58,10000021,False,0
58,10000022,False,0
58,10000023,False,0
58,10000024,False,0
58,10000025,False,0
58,10000026,False,0
58,10000027,False,0
58,10000028,False,0
58,10000029,False,0
58,10000030,False,0
58,10000031,False,0
58,10000032,False,0
58,10000033,False,0
58,10000034,False,0
58,10000035,False,0
59,10000020,False,0
59,10000021,False,0
59,10000022,False,0
59,10000023,False,0
59,10000024,False,0
59,10000025,False,0
59,10000026,False,0
59,10000027,False,0
59,10000028,False,0
59,10000029,False,0
59,10000030,False,0
59,10000031,False,0
59,10000032,False,0
59,10000033,False,0
59,10000034,False,0
59,10000035,False,0
60,10000020,False,0
60,10000021,False,0
60,10000022,False,0
60,10000023,False,0
60,10000024,False,0
60,10000025,False,0
60,10000026,False,0
60,10000027,False,0
60,10000028,False,0
60,10000029,False,0
60,10000030,False,0
60,10000031,False,0
60,10000032,False,0
60,10000033,False,0
60,10000034,False,0
60,10000035,False,0
61,10000020,False,0
61,10000021,False,0
61,10000022,False,0
61,10000023,False,0
61,10000024,False,0
61,10000025,False,0
61,10000026,False,0
61,10000027,False,0
61,10000028,False,0
61,10000029,False,0
61,10000030,False,0
61,10000031,False,0
61,10000032,False,0
61,10000033,False,0
61,10000034,False,0
61,10000035,False,0
62,10000020,False,0
62,10000021,False,0
62,10000022,False,0
62,10000023,False,0
62,10000024,False,0
62,10000025,False,0
62,10000026,False,0
62,10000027,False,0
62,10000028,False,0
62,10000029,False,0
62,10000030,False,0
62,10000031,False,0
62,10000032,False,0
62,10000033,False,0
62,10000034,False,0
62,10000035,False,0
63,10000020,False,0
63,10000021,False,0
63,10000022,False,0
63,10000023,False,0
63,10000024,False,0
63,10000025,False,0
63,10000026,False,0
63,10000027,False,0
63,10000028,False,0
63,10000029,False,0
63,10000030,False,0
63,10000031,False,0
63,10000032,False,0
63,10000033,False,0
63,10000034,False,0
63,10000035,False,0
64,10000020,False,0
64,10000021,False,0
64,10000022,False,0
64,10000023,False,0
64,10000024,False,0
64,10000025,False,0
64,10000026,False,0
64,10000027,False,0
64,10000028,False,0
64,10000029,False,0
64,10000030,False,0
64,10000031,False,0
64,10000032,False,0
64,10000033,False,0
64,10000034,False,0
64,10000035,False,0
65,10000020,False,0
65,10000021,False,0
65,10000022,False,0
65,10000023,False,0
65,10000024,False,0
65,10000025,False,0
65,10000026,False,0
65,10000027,False,0
65,10000028,False,0
65,10000029,False,0
65,10000030,False,0
65,10000031,False,0
65,10000032,False,0
65,10000033,False,0
65,10000034,False,0
65,10000035,False,0
66,10000020,False,0
66,10000021,False,0
66,10000022,False,0
66,10000023,False,0
66,10000024,False,0
66,10000025,False,0
66,10000026,False,0
66,10000027,False,0
66,10000028,False,0
66,10000029,False,0
66,10000030,False,0
66,10000031,False,0
66,10000032,False,0
66,10000033,False,0
66,10000034,False,0
66,10000035,False,0
67,10000020,False,0
67,10000021,False,0
67,10000022,False,0
67,10000023,False,0
67,10000024,False,0
67,10000025,False,0
67,10000026,False,0
67,10000027,False,0
67,10000028,False,0
67,10000029,False,0
67,10000030,False,0
67,10000031,False,0
67,10000032,False,0
67,10000033,False,0
67,10000034,False,0
67,10000035,False,0
68,10000020,False,0
68,10000021,False,0
68,10000022,False,0
68,10000023,False,0
68,10000024,False,0
68,10000025,False,0
68,10000026,False,0
68,10000027,False,0
68,10000028,False,0
68,10000029,False,0
68,10000030,False,0
68,10000031,False,0
68,10000032,False,0
68,10000033,False,0
68,10000034,False,0
68,10000035,False,0
69,10000020,False,0
69,10000021,False,0
69,10000022,False,0
69,10000023,False,0
69,10000024,False,0
69,10000025,False,0
69,10000026,False,0
69,10000027,False,0
69,10000028,False,0
69,10000029,False,0
69,10000030,False,0
69,10000031,False,0
69,10000032,False,0
69,10000033,False,0
69,10000034,False,0
69,10000035,False,0
70,10000020,False,0
70,10000021,False,0
70,10000022,False,0
70,10000023,False,0
70,10000024,False,0
70,10000025,False,0
70,10000026,False,0
70,10000027,False,0
70,10000028,False,0
70,10000029,False,0
70,10000030,False,0
70,10000031,False,0
70,10000032,False,0
70,10000033,False,0
70,10000034,False,0
70,10000035,False,0
71,10000020,False,0
71,10000021,False,0
71,10000022,False,0
71,10000023,False,0
71,10000024,False,0
71,10000025,False,0
71,10000026,False,0
71,10000027,False,0
71,10000028,False,0
71,10000029,False,0
71,10000030,False,0
71,10000031,False,0
71,10000032,False,0
71,10000033,False,0
71,10000034,False,0
71,10000035,False,0
72,10000020,False,0
72,10000021,False,0
72,10000022,False,0
72,10000023,False,0
72,10000024,False,0
72,10000025,False,0
72,10000026,False,0
72,10000027,False,0
72,10000028,False,0
72,10000029,False,0
72,10000030,False,0
72,10000031,False,0
72,10000032,False,0
72,10000033,False,0
72,10000034,False,0
72,10000035,False,0
73,10000020,False,0
73,10000021,False,0
73,10000022,False,0
73,10000023,False,0
73,10000024,False,0
73,10000025,False,0
73,10000026,False,0
73,10000027,False,0
73,10000028,False,0
73,10000029,False,0
73,10000030,False,0
73,10000031,False,0
73,10000032,False,0
73,10000033,False,0
73,10000034,False,0
73,10000035,False,0
74,10000020,False,0
74,10000021,False,0
74,10000022,False,0
74,10000023,False,0
74,10000024,False,0
74,10000025,False,0
74,10000026,False,0
74,10000027,False,0
74,10000028,False,0
74,10000029,False,0
74,10000030,False,0
74,10000031,False,0
74,10000032,False,0
74,10000033,False,0
74,10000034,False,0
74,10000035,False,0
75,10000020,False,0
75,10000021,False,0
75,10000022,False,0
75,10000023,False,0
75,10000024,False,0
75,10000025,False,0
75,10000026,False,0
75,10000027,False,0
75,10000028,False,0
75,10000029,False,0
75,10000030,False,0
75,10000031,False,0
75,10000032,False,0
75,10000033,False,0
75,10000034,False,0
75,10000035,False,0
76,10000020,False,0
76,10000021,False,0
76,10000022,False,0
76,10000023,False,0
76,10000024,False,0
76,10000025,False,0
76,10000026,False,0
76,10000027,False,0
76,10000028,False,0
76,10000029,False,0
76,10000030,False,0
76,10000031,False,0
76,10000032,False,0
76,10000033,False,0
76,10000034,False,0
76,10000035,False,0
77,10000020,False,0
77,10000021,False,0
77,10000022,False,0
77,10000023,False,0
77,10000024,False,0
77,10000025,False,0
77,10000026,False,0
77,10000027,False,0
77,10000028,False,0
77,10000029,False,0
77,10000030,False,0
77,10000031,False,0
77,10000032,False,0
77,10000033,False,0
77,10000034,False,0
77,10000035,False,0
78,10000020,False,0
78,10000021,False,0
78,10000022,False,0
78,10000023,False,0
78,10000024,False,0
78,10000025,False,0
78,10000026,False,0
78,10000027,False,0
78,10000028,False,0
78,10000029,False,0
78,10000030,False,0
78,10000031,False,0
78,10000032,False,0
78,10000033,False,0
78,10000034,False,0
78,10000035,False,0
79,10000020,False,0
79,10000021,False,0
79,10000022,False,0
79,10000023,False,0
79,10000024,False,0
79,10000025,False,0
79,10000026,False,0
79,10000027,False,0
79,10000028,False,0
79,10000029,False,0
79,10000030,False,0
79,10000031,False,0
79,10000032,False,0
79,10000033,False,0
79,10000034,False,0
79,10000035,False,0
80,10000020,False,0
80,10000021,False,0
80,10000022,False,0
80,10000023,False,0
80,10000024,False,0
80,10000025,False,0
80,10000026,False,0
80,10000027,False,0
80,10000028,False,0
80,10000029,False,0
80,10000030,False,0
80,10000031,False,0
80,10000032,False,0
80,10000033,False,0
80,10000034,False,0
80,10000035,False,0
81,10000020,False,0
81,10000021,False,0
81,10000022,False,0
81,10000023,False,0
81,10000024,False,0
81,10000025,False,0
81,10000026,False,0
81,10000027,False,0
81,10000028,False,0
81,10000029,False,0
81,10000030,False,0
81,10000031,False,0
81,10000032,False,0
81,10000033,False,0
81,10000034,False,0
81,10000035,False,0
82,10000020,False,0
82,10000021,False,0
82,10000022,False,0
82,10000023,False,0
82,10000024,False,0
82,10000025,False,0
82,10000026,False,0
82,10000027,False,0
82,10000028,False,0
82,10000029,False,0
82,10000030,False,0
82,10000031,False,0
82,10000032,False,0
82,10000033,False,0
82,10000034,False,0
82,10000035,False,0
83,10000020,False,0
83,10000021,False,0
83,10000022,False,0
83,10000023,False,0
83,10000024,False,0
83,10000025,False,0
83,10000026,False,0
83,10000027,False,0
83,10000028,False,0
83,10000029,False,0
83,10000030,False,0
83,10000031,False,0
83,10000032,False,0
83,10000033,False,0
83,10000034,False,0
83,10000035,False,0
84,10000020,False,0
84,10000021,False,0
84,10000022,False,0
84,10000023,False,0
84,10000024,False,0
84,10000025,False,0
84,10000026,False,0
84,10000027,False,0
84,10000028,False,0
84,10000029,False,0
84,10000030,False,0
84,10000031,False,0
84,10000032,False,0
84,10000033,False,0
84,10000034,False,0
84,10000035,False,0
85,10000020,False,0
85,10000021,False,0
85,10000022,False,0
85,10000023,False,0
85,10000024,False,0
85,10000025,False,0
85,10000026,False,0
85,10000027,False,0
85,10000028,False,0
85,10000029,False,0
85,10000030,False,0
85,10000031,False,0
85,10000032,False,0
85,10000033,False,0
85,10000034,False,0
85,10000035,False,0
86,10000020,False,0
86,10000021,False,0
86,10000022,False,0
86,10000023,False,0
86,10000024,False,0
86,10000025,False,0
86,10000026,False,0
86,10000027,False,0
86,10000028,False,0
86,10000029,False,0
86,10000030,False,0
86,10000031,False,0
86,10000032,False,0
86,10000033,False,0
86,10000034,False,0
86,10000035,False,0
87,10000020,False,0
87,10000021,False,0
87,10000022,False,0
87,10000023,False,0
87,10000024,False,0
87,10000025,False,0
87,10000026,False,0
87,10000027,False,0
87,10000028,False,0
87,10000029,False,0
87,10000030,False,0
87,10000031,False,0
87,10000032,False,0
87,10000033,False,0
87,10000034,False,0
87,10000035,False,0
88,10000020,False,0
