tick,agent_id,is_alive,is_alpha,num_alpha,num_misfolded,alpha_ticks,rank
35,10000017,True,False,1498,0,0,0
35,10000018,True,True,1317,1063,12,0
35,10000019,True,False,1255,0,0,0
36,10000000,True,False,1779,1062,0,0
36,10000001,True,True,1416,913,16,0
36,10000002,True,False,1267,905,18,0
36,10000003,True,True,1538,1019,6,0
36,10000004,True,False,1482,1176,14,0
36,10000005,True,False,1771,1161,0,0
36,10000006,True,True,1279,916,12,0
36,10000007,True,False,1405,822,0,0
36,10000008,True,True,1753,1397,4,0
36,10000009,True,True,2151,1491,13,0
36,10000010,True,False,1153,843,0,0
36,10000011,True,True,1299,1088,5,0
36,10000012,True,False,1537,1141,0,0
36,10000013,True,False,1074,711,0,0
36,10000014,True,False,805,0,0,0
36,10000015,True,False,1596,1043,0,0
36,10000016,True,False,1914,1398,0,0
36,10000017,True,False,1498,0,0,0
36,10000018,True,True,1343,1059,13,0
36,10000019,True,False,1255,0,0,0
37,10000000,True,False,1779,1062,0,0
37,10000001,True,False,1444,1103,17,0
37,10000002,True,False,1267,905,0,0
37,10000003,True,True,1553,1203,7,0
37,10000004,True,False,1482,1176,0,0
37,10000005,True,False,1771,1161,0,0
37,10000006,True,True,1304,862,13,0
37,10000007,True,False,1405,822,0,0
37,10000008,True,True,1788,1468,5,0
