tick,x,y,rank,agent_type
40,7,2,0,4
40,10,19,0,4
40,4,9,0,4
40,17,16,0,4
40,2,18,0,4
40,19,5,0,4
40,13,8,0,4
40,13,0,0,4
40,16,14,0,4
40,3,12,0,4
40,10,0,0,4
41,12,10,0,0
41,6,0,0,0
41,0,3,0,0
41,12,18,0,0
41,12,19,0,0
41,11,18,0,0
41,16,13,0,0
41,7,17,0,0
41,0,15,0,0
41,16,3,0,0
41,17,0,0,0
41,1,5,0,0
41,8,8,0,0
41,0,2,0,0
41,13,10,0,0
41,5,12,0,0
41,7,9,0,0
41,16,19,0,0
41,13,19,0,0
41,14,7,0,0
41,17,2,0,3
41,11,14,0,3
41,16,10,0,3
41,7,6,0,3
41,8,9,0,3
41,14,17,0,3
41,1,18,0,3
41,10,7,0,3
41,13,11,0,3
41,5,6,0,3
41,14,11,0,3
41,10,6,0,3
41,15,7,0,3
41,6,17,0,3
41,5,4,0,3
41,14,12,0,3
41,0,1,0,4
41,7,16,0,4
41,8,15,0,4
41,6,4,0,4
41,15,17,0,4
41,1,1,0,4
41,13,6,0,4
41,11,3,0,4
41,17,9,0,4
41,17,15,0,4
41,14,4,0,4
41,15,1,0,4
41,11,8,0,4
41,19,3,0,4
41,18,1,0,4
41,12,11,0,4
41,17,5,0,4
41,18,13,0,4
41,17,3,0,4
41,15,18,0,4
41,0,7,0,4
41,12,2,0,4
41,10,12,0,4
41,9,19,0,4
41,3,9,0,4
41,0,8,0,4
41,18,12,0,4
41,6,19,0,4
41,0,9,0,4
41,16,15,0,4
41,8,10,0,4
41,4,15,0,4
41,1,8,0,4
41,5,14,0,4
41,14,14,0,4
41,18,18,0,4
41,3,2,0,4
41,2,14,0,4
41,19,18,0,4
41,2,17,0,4
41,1,19,0,4
41,7,2,0,4
41,10,19,0,4
41,4,9,0,4
41,17,16,0,4
41,2,18,0,4
41,19,5,0,4
41,13,8,0,4
41,13,0,0,4
41,16,14,0,4
41,3,12,0,4
41,10,0,0,4
42,12,10,0,0
42,6,0,0,0
42,0,3,0,0
42,12,18,0,0
42,12,19,0,0
42,11,18,0,0
42,16,13,0,0
42,7,17,0,0
42,0,15,0,0
42,16,3,0,0
42,17,0,0,0
42,1,5,0,0
42,8,8,0,0
42,0,2,0,0
42,13,10,0,0
42,5,12,0,0
42,7,9,0,0
42,16,19,0,0
42,13,19,0,0
42,14,7,0,0
42,17,2,0,3
42,11,14,0,3
42,16,10,0,3
42,7,6,0,3
42,8,9,0,3
42,14,17,0,3
42,1,18,0,3
42,10,7,0,3
42,13,11,0,3
42,5,6,0,3
42,14,11,0,3
42,10,6,0,3
42,15,7,0,3
42,6,17,0,3
42,5,4,0,3
42,14,12,0,3
42,0,1,0,4
42,7,16,0,4
42,8,15,0,4
42,6,4,0,4
42,15,17,0,4
42,1,1,0,4
42,13,6,0,4
42,11,3,0,4
42,17,9,0,4
42,17,15,0,4
42,14,4,0,4
42,15,1,0,4
42,11,8,0,4
42,19,3,0,4
42,18,1,0,4
42,12,11,0,4
42,17,5,0,4
42,18,13,0,4
42,17,3,0,4
42,15,18,0,4
42,0,7,0,4
42,12,2,0,4
42,10,12,0,4
42,9,19,0,4
42,3,9,0,4
42,0,8,0,4
42,18,12,0,4
42,6,19,0,4
42,0,9,0,4
42,16,15,0,4
42,8,10,0,4
42,4,15,0,4
42,1,8,0,4
42,5,14,0,4
42,14,14,0,4
42,18,18,0,4
42,3,2,0,4
42,2,14,0,4
42,19,18,0,4
42,2,17,0,4
42,1,19,0,4
42,7,2,0,4
42,10,19,0,4
42,4,9,0,4
42,17,16,0,4
42,2,18,0,4
42,19,5,0,4
42,13,8,0,4
42,13,0,0,4
42,16,14,0,4
42,3,12,0,4
42,10,0,0,4
43,12,10,0,0
43,6,0,0,0
43,0,3,0,0
43,12,18,0,0
43,12,19,0,0
43,11,18,0,0
43,16,13,0,0
43,7,17,0,0
43,0,15,0,0
43,16,3,0,0
43,17,0,0,0
43,1,5,0,0
43,8,8,0,0
43,0,2,0,0
43,13,10,0,0
43,5,12,0,0
43,7,9,0,0
43,16,19,0,0
43,13,19,0,0
43,14,7,0,0
43,17,2,0,3
43,11,14,0,3
43,16,10,0,3
43,7,6,0,3
43,8,9,0,3
43,14,17,0,3
43,1,18,0,3
43,10,7,0,3
43,13,11,0,3
43,5,6,0,3
43,14,11,0,3
43,10,6,0,3
43,15,7,0,3
43,6,17,0,3
43,5,4,0,3
43,14,12,0,3
43,0,1,0,4
43,7,16,0,4
43,8,15,0,4
43,6,4,0,4
43,15,17,0,4
43,1,1,0,4
43,13,6,0,4
43,11,3,0,4
43,17,9,0,4
43,17,15,0,4
43,14,4,0,4
43,15,1,0,4
43,11,8,0,4
43,19,3,0,4
43,18,1,0,4
43,12,11,0,4
43,17,5,0,4
43,18,13,0,4
43,17,3,0,4
43,15,18,0,4
43,0,7,0,4
43,12,2,0,4
43,10,12,0,4
43,9,19,0,4
43,3,9,0,4
43,0,8,0,4
43,18,12,0,4
43,6,19,0,4
43,0,9,0,4
43,16,15,0,4
43,8,10,0,4
43,4,15,0,4
43,1,8,0,4
43,5,14,0,4
43,14,14,0,4
43,18,18,0,4
43,3,2,0,4
43,2,14,0,4
43,19,18,0,4
43,2,17,0,4
43,1,19,0,4
43,7,2,0,4
43,10,19,0,4
43,4,9,0,4
43,17,16,0,4
43,2,18,0,4
43,19,5,0,4
43,13,8,0,4
43,13,0,0,4
43,16,14,0,4
43,3,12,0,4
43,10,0,0,4
44,12,10,0,0
44,6,0,0,0
44,0,3,0,0
44,12,18,0,0
44,12,19,0,0
44,11,18,0,0
44,16,13,0,0
44,7,17,0,0
44,0,15,0,0
44,16,3,0,0
44,17,0,0,0
44,1,5,0,0
44,8,8,0,0
44,0,2,0,0
44,13,10,0,0
44,5,12,0,0
44,7,9,0,0
44,16,19,0,0
44,13,19,0,0
44,14,7,0,0
44,17,2,0,3
44,11,14,0,3
44,16,10,0,3
44,7,6,0,3
44,8,9,0,3
44,14,17,0,3
44,1,18,0,3
44,10,7,0,3
44,13,11,0,3
44,5,6,0,3
44,14,11,0,3
44,10,6,0,3
44,15,7,0,3
44,6,17,0,3
44,5,4,0,3
44,14,12,0,3
44,0,1,0,4
44,7,16,0,4
44,8,15,0,4
44,6,4,0,4
44,15,17,0,4
44,1,1,0,4
44,13,6,0,4
44,11,3,0,4
44,17,9,0,4
44,17,15,0,4
44,14,4,0,4
44,15,1,0,4
44,11,8,0,4
44,19,3,0,4
44,18,1,0,4
44,12,11,0,4
44,17,5,0,4
44,18,13,0,4
44,17,3,0,4
44,15,18,0,4
44,0,7,0,4
44,12,2,0,4
44,10,12,0,4
44,9,19,0,4
44,3,9,0,4
44,0,8,0,4
44,18,12,0,4
44,6,19,0,4
44,0,9,0,4
44,16,15,0,4
44,8,10,0,4
44,4,15,0,4
44,1,8,0,4
44,5,14,0,4
44,14,14,0,4
44,18,18,0,4
44,3,2,0,4
44,2,14,0,4
44,19,18,0,4
44,2,17,0,4
44,1,19,0,4
44,7,2,0,4
44,10,19,0,4
44,4,9,0,4
44,17,16,0,4
44,2,18,0,4
44,19,5,0,4
44,13,8,0,4
44,13,0,0,4
44,16,14,0,4
44,3,12,0,4
44,10,0,0,4
45,12,10,0,0
45,6,0,0,0
45,0,3,0,0
45,12,18,0,0
45,12,19,0,0
45,11,18,0,0
45,16,13,0,0
45,7,17,0,0
45,0,15,0,0
45,16,3,0,0
45,17,0,0,0
45,1,5,0,0
45,8,8,0,0
45,0,2,0,0
45,13,10,0,0
45,5,12,0,0
45,7,9,0,0
45,16,19,0,0
45,13,19,0,0
45,14,7,0,0
45,17,2,0,3
45,11,14,0,3
45,16,10,0,3
45,7,6,0,3
45,8,9,0,3
45,14,17,0,3
45,1,18,0,3
45,10,7,0,3
45,13,11,0,3
45,5,6,0,3
45,14,11,0,3
45,10,6,0,3
45,15,7,0,3
45,6,17,0,3
45,5,4,0,3
45,14,12,0,3
45,0,1,0,4
45,7,16,0,4
45,8,15,0,4
45,6,4,0,4
45,15,17,0,4
45,1,1,0,4
45,13,6,0,4
45,11,3,0,4
45,17,9,0,4
45,17,15,0,4
45,14,4,0,4
45,15,1,0,4
45,11,8,0,4
45,19,3,0,4
45,18,1,0,4
45,12,11,0,4
45,17,5,0,4
45,18,13,0,4
45,17,3,0,4
45,15,18,0,4
45,0,7,0,4
45,12,2,0,4
45,10,12,0,4
45,9,19,0,4
45,3,9,0,4
45,0,8,0,4
45,18,12,0,4
45,6,19,0,4
45,0,9,0,4
45,16,15,0,4
45,8,10,0,4
45,4,15,0,4
45,1,8,0,4
45,5,14,0,4
45,14,14,0,4
45,18,18,0,4
45,3,2,0,4
45,2,14,0,4
45,19,18,0,4
45,2,17,0,4
45,1,19,0,4
45,7,2,0,4
45,10,19,0,4
45,4,9,0,4
45,17,16,0,4
45,2,18,0,4
45,19,5,0,4
45,13,8,0,4
45,13,0,0,4
45,16,14,0,4
45,3,12,0,4
45,10,0,0,4
46,12,10,0,0
46,6,0,0,0
46,0,3,0,0
46,12,18,0,0
46,12,19,0,0
46,11,18,0,0
46,16,13,0,0
46,7,17,0,0
46,0,15,0,0
46,16,3,0,0
46,17,0,0,0
46,1,5,0,0
46,8,8,0,0
46,0,2,0,0
46,13,10,0,0
46,5,12,0,0
46,7,9,0,0
46,16,19,0,0
46,13,19,0,0
46,14,7,0,0
46,17,2,0,3
46,11,14,0,3
46,16,10,0,3
46,7,6,0,3
46,8,9,0,3
46,14,17,0,3
46,1,18,0,3
46,10,7,0,3
46,13,11,0,3
46,5,6,0,3
46,14,11,0,3
46,10,6,0,3
46,15,7,0,3
46,6,17,0,3
46,5,4,0,3
46,14,12,0,3
46,0,1,0,4
46,7,16,0,4
46,8,15,0,4
46,6,4,0,4
46,15,17,0,4
46,1,1,0,4
46,13,6,0,4
46,11,3,0,4
46,17,9,0,4
46,17,15,0,4
46,14,4,0,4
46,15,1,0,4
46,11,8,0,4
46,19,3,0,4
46,18,1,0,4
46,12,11,0,4
46,17,5,0,4
46,18,13,0,4
46,17,3,0,4
46,15,18,0,4
46,0,7,0,4
46,12,2,0,4
46,10,12,0,4
46,9,19,0,4
46,3,9,0,4
46,0,8,0,4
46,18,12,0,4
46,6,19,0,4
46,0,9,0,4
46,16,15,0,4
46,8,10,0,4
46,4,15,0,4
46,1,8,0,4
46,5,14,0,4
46,14,14,0,4
46,18,18,0,4
46,3,2,0,4
46,2,14,0,4
46,19,18,0,4
46,2,17,0,4
46,1,19,0,4
46,7,2,0,4
46,10,19,0,4
46,4,9,0,4
46,17,16,0,4
46,2,18,0,4
46,19,5,0,4
46,13,8,0,4
46,13,0,0,4
46,16,14,0,4
46,3,12,0,4
46,10,0,0,4
47,12,10,0,0
47,6,0,0,0
47,0,3,0,0
47,12,18,0,0
47,12,19,0,0
47,11,18,0,0
47,16,13,0,0
47,7,17,0,0
47,0,15,0,0
47,16,3,0,0
47,17,0,0,0
47,1,5,0,0
47,8,8,0,0
47,0,2,0,0
47,13,10,0,0
47,5,12,0,0
47,7,9,0,0
47,16,19,0,0
47,13,19,0,0
47,14,7,0,0
47,17,2,0,3
47,11,14,0,3
47,16,10,0,3
47,7,6,0,3
47,8,9,0,3
47,14,17,0,3
47,1,18,0,3
47,10,7,0,3
47,13,11,0,3
47,5,6,0,3
47,14,11,0,3
47,10,6,0,3
47,15,7,0,3
47,6,17,0,3
47,5,4,0,3
47,14,12,0,3
47,0,1,0,4
47,7,16,0,4
47,8,15,0,4
47,6,4,0,4
47,15,17,0,4
47,1,1,0,4
47,13,6,0,4
47,11,3,0,4
47,17,9,0,4
47,17,15,0,4
47,14,4,0,4
47,15,1,0,4
47,11,8,0,4
47,19,3,0,4
47,18,1,0,4
47,12,11,0,4
47,17,5,0,4
47,18,13,0,4
47,17,3,0,4
47,15,18,0,4
47,0,7,0,4
47,12,2,0,4
47,10,12,0,4
47,9,19,0,4
47,3,9,0,4
47,0,8,0,4
47,18,12,0,4
47,6,19,0,4
47,0,9,0,4
47,16,15,0,4
47,8,10,0,4
47,4,15,0,4
47,1,8,0,4
47,5,14,0,4
47,14,14,0,4
47,18,18,0,4
47,3,2,0,4
47,2,14,0,4
47,19,18,0,4
47,2,17,0,4
47,1,19,0,4
47,7,2,0,4
47,10,19,0,4
47,4,9,0,4
47,17,16,0,4
47,2,18,0,4
47,19,5,0,4
47,13,8,0,4
47,13,0,0,4
47,16,14,0,4
47,3,12,0,4
47,10,0,0,4
48,12,10,0,0
48,6,0,0,0
48,0,3,0,0
48,12,18,0,0
48,12,19,0,0
48,11,18,0,0
48,16,13,0,0
48,7,17,0,0
48,0,15,0,0
48,16,3,0,0
48,17,0,0,0
48,1,5,0,0
48,8,8,0,0
48,0,2,0,0
48,13,10,0,0
48,5,12,0,0
48,7,9,0,0
48,16,19,0,0
48,13,19,0,0
48,14,7,0,0
48,17,2,0,3
48,11,14,0,3
48,16,10,0,3
48,7,6,0,3
48,8,9,0,3
48,14,17,0,3
48,1,18,0,3
48,10,7,0,3
48,13,11,0,3
48,5,6,0,3
48,14,11,0,3
48,10,6,0,3
48,15,7,0,3
48,6,17,0,3
48,5,4,0,3
48,14,12,0,3
48,0,1,0,4
48,7,16,0,4
48,8,15,0,4
48,6,4,0,4
48,15,17,0,4
48,1,1,0,4
48,13,6,0,4
48,11,3,0,4
48,17,9,0,4
48,17,15,0,4
48,14,4,0,4
48,15,1,0,4
48,11,8,0,4
48,19,3,0,4
48,18,1,0,4
48,12,11,0,4
48,17,5,0,4
48,18,13,0,4
48,17,3,0,4
48,15,18,0,4
48,0,7,0,4
48,12,2,0,4
48,10,12,0,4
48,9,19,0,4
48,3,9,0,4
48,0,8,0,4
48,18,12,0,4
48,6,19,0,4
48,0,9,0,4
48,16,15,0,4
48,8,10,0,4
48,4,15,0,4
48,1,8,0,4
48,5,14,0,4
48,14,14,0,4
48,18,18,0,4
48,3,2,0,4
48,2,14,0,4
48,19,18,0,4
48,2,17,0,4
48,1,19,0,4
48,7,2,0,4
48,10,19,0,4
48,4,9,0,4
48,17,16,0,4
48,2,18,0,4
48,19,5,0,4
48,13,8,0,4
48,13,0,0,4
48,16,14,0,4
48,3,12,0,4
48,10,0,0,4
49,12,10,0,0
49,6,0,0,0
49,0,3,0,0
49,12,18,0,0
49,12,19,0,0
49,11,18,0,0
49,16,13,0,0
49,7,17,0,0
49,0,15,0,0
49,16,3,0,0
49,17,0,0,0
49,1,5,0,0
49,8,8,0,0
49,0,2,0,0
49,13,10,0,0
49,5,12,0,0
49,7,9,0,0
49,16,19,0,0
49,13,19,0,0
49,14,7,0,0
49,17,2,0,3
49,11,14,0,3
49,16,10,0,3
49,7,6,0,3
49,8,9,0,3
49,14,17,0,3
49,1,18,0,3
49,10,7,0,3
49,13,11,0,3
49,5,6,0,3
49,14,11,0,3
49,10,6,0,3
49,15,7,0,3
49,6,17,0,3
49,5,4,0,3
49,14,12,0,3
49,0,1,0,4
49,7,16,0,4
49,8,15,0,4
49,6,4,0,4
49,15,17,0,4
49,1,1,0,4
49,13,6,0,4
49,11,3,0,4
49,17,9,0,4
49,17,15,0,4
49,14,4,0,4
49,15,1,0,4
49,11,8,0,4
49,19,3,0,4
49,18,1,0,4
49,12,11,0,4
49,17,5,0,4
49,18,13,0,4
49,17,3,0,4
49,15,18,0,4
49,0,7,0,4
49,12,2,0,4
49,10,12,0,4
49,9,19,0,4
49,3,9,0,4
49,0,8,0,4
49,18,12,0,4
49,6,19,0,4
49,0,9,0,4
49,16,15,0,4
49,8,10,0,4
49,4,15,0,4
49,1,8,0,4
49,5,14,0,4
49,14,14,0,4
49,18,18,0,4
49,3,2,0,4
49,2,14,0,4
49,19,18,0,4
49,2,17,0,4
49,1,19,0,4
49,7,2,0,4
49,10,19,0,4
49,4,9,0,4
49,17,16,0,4
49,2,18,0,4
49,19,5,0,4
49,13,8,0,4
49,13,0,0,4
49,16,14,0,4
49,3,12,0,4
49,10,0,0,4
50,12,10,0,0
50,6,0,0,0
50,0,3,0,0
50,12,18,0,0
50,12,19,0,0
50,11,18,0,0
50,16,13,0,0
50,7,17,0,0
50,0,15,0,0
50,16,3,0,0
50,17,0,0,0
50,1,5,0,0
50,8,8,0,0
50,0,2,0,0
50,13,10,0,0
50,5,12,0,0
50,7,9,0,0
50,16,19,0,0
50,13,19,0,0
50,14,7,0,0
50,17,2,0,3
50,11,14,0,3
50,16,10,0,3
50,7,6,0,3
50,8,9,0,3
50,14,17,0,3
50,1,18,0,3
50,10,7,0,3
50,13,11,0,3
50,5,6,0,3
50,14,11,0,3
50,10,6,0,3
50,15,7,0,3
50,6,17,0,3
50,5,4,0,3
50,14,12,0,3
50,0,1,0,4
50,7,16,0,4
50,8,15,0,4
50,6,4,0,4
50,15,17,0,4
50,1,1,0,4
50,13,6,0,4
50,11,3,0,4
50,17,9,0,4
50,17,15,0,4
50,14,4,0,4
50,15,1,0,4
50,11,8,0,4
50,19,3,0,4
50,18,1,0,4
50,12,11,0,4
50,17,5,0,4
50,18,13,0,4
50,17,3,0,4
50,15,18,0,4
50,0,7,0,4
50,12,2,0,4
50,10,12,0,4
50,9,19,0,4
50,3,9,0,4
50,0,8,0,4
50,18,12,0,4
50,6,19,0,4
50,0,9,0,4
50,16,15,0,4
50,8,10,0,4
50,4,15,0,4
50,1,8,0,4
50,5,14,0,4
50,14,14,0,4
50,18,18,0,4
50,3,2,0,4
50,2,14,0,4
50,19,18,0,4
50,2,17,0,4
50,1,19,0,4
50,7,2,0,4
50,10,19,0,4
50,4,9,0,4
50,17,16,0,4
50,2,18,0,4
50,19,5,0,4
50,13,8,0,4
50,13,0,0,4
50,16,14,0,4
50,3,12,0,4
50,10,0,0,4
1,10,35,1,0
1,0,22,1,0
1,18,24,1,0
1,17,28,1,0
1,16,25,1,0
1,12,30,1,0
1,0,37,1,0
1,16,30,1,0
1,6,29,1,0
1,2,26,1,0
1,9,39,1,0
1,7,28,1,0
1,4,30,1,0
1,0,35,1,0
1,5,29,1,0
1,2,39,1,0
1,19,21,1,0
1,5,30,1,0
1,5,34,1,0
1,6,39,1,0
1,8,30,1,3
1,5,22,1,3
1,8,32,1,3
1,9,35,1,3
1,7,32,1,3
1,15,38,1,3
1,8,20,1,3
1,14,30,1,3
1,17,29,1,3
1,7,21,1,3
1,9,32,1,3
1,15,37,1,3
1,4,31,1,3
1,6,36,1,3
1,11,30,1,3
1,13,30,1,3
1,19,35,1,4
1,1,22,1,4
1,10,36,1,4
1,1,33,1,4
1,15,35,1,4
1,17,23,1,4
1,11,36,1,4
1,7,23,1,4
1,9,21,1,4
1,4,37,1,4
1,13,37,1,4
1,16,37,1,4
1,12,25,1,4
1,18,20,1,4
1,16,32,1,4
1,8,36,1,4
1,19,25,1,4
1,9,24,1,4
1,13,32,1,4
1,16,36,1,4
1,19,39,1,4
1,0,29,1,4
1,6,37,1,4
1,15,28,1,4
1,11,31,1,4
1,17,20,1,4
1,9,33,1,4
1,9,38,1,4
1,19,36,1,4
1,9,37,1,4
1,5,24,1,4
1,13,35,1,4
1,17,24,1,4
1,17,36,1,4
1,6,21,1,4
1,15,36,1,4
1,9,23,1,4
1,2,27,1,4
1,15,26,1,4
1,0,33,1,4
1,14,23,1,4
1,11,27,1,4
1,10,20,1,4
1,11,28,1,4
1,12,22,1,4
1,15,27,1,4
1,0,34,1,4
1,10,33,1,4
1,3,28,1,4
1,17,37,1,4
1,6,32,1,4
1,1,36,1,4
2,10,35,1,0
2,0,22,1,0
2,18,24,1,0
2,17,28,1,0
2,16,25,1,0
2,12,30,1,0
2,0,37,1,0
2,16,30,1,0
2,6,29,1,0
2,2,26,1,0
2,9,39,1,0
2,7,28,1,0
2,4,30,1,0
2,0,35,1,0
2,5,29,1,0
2,2,39,1,0
2,19,21,1,0
2,5,30,1,0
2,5,34,1,0
2,6,39,1,0
2,8,30,1,3
2,5,22,1,3
2,8,32,1,3
2,9,35,1,3
2,7,32,1,3
2,15,38,1,3
2,8,20,1,3
2,14,30,1,3
2,17,29,1,3
2,7,21,1,3
2,9,32,1,3
2,15,37,1,3
2,4,31,1,3
2,6,36,1,3
2,11,30,1,3
2,13,30,1,3
2,19,35,1,4
2,1,22,1,4
2,10,36,1,4
2,1,33,1,4
2,15,35,1,4
2,17,23,1,4
2,11,36,1,4
2,7,23,1,4
2,9,21,1,4
2,4,37,1,4
2,13,37,1,4
2,16,37,1,4
2,12,25,1,4
2,18,20,1,4
2,16,32,1,4
2,8,36,1,4
2,19,25,1,4
2,9,24,1,4
2,13,32,1,4
2,16,36,1,4
2,19,39,1,4
2,0,29,1,4
2,6,37,1,4
2,15,28,1,4
2,11,31,1,4
2,17,20,1,4
2,9,33,1,4
2,9,38,1,4
2,19,36,1,4
2,9,37,1,4
2,5,24,1,4
2,13,35,1,4
2,17,24,1,4
2,17,36,1,4
2,6,21,1,4
2,15,36,1,4
2,9,23,1,4
2,2,27,1,4
2,15,26,1,4
2,0,33,1,4
2,14,23,1,4
2,11,27,1,4
2,10,20,1,4
2,11,28,1,4
2,12,22,1,4
2,15,27,1,4
2,0,34,1,4
2,10,33,1,4
2,3,28,1,4
2,17,37,1,4
2,6,32,1,4
2,1,36,1,4
3,10,35,1,0
3,0,22,1,0
3,18,24,1,0
3,17,28,1,0
3,16,25,1,0
3,12,30,1,0
3,0,37,1,0
3,16,30,1,0
3,6,29,1,0
3,2,26,1,0
3,9,39,1,0
3,7,28,1,0
3,4,30,1,0
3,0,35,1,0
3,5,29,1,0
3,2,39,1,0
3,19,21,1,0
3,5,30,1,0
3,5,34,1,0
3,6,39,1,0
3,8,30,1,3
3,5,22,1,3
3,8,32,1,3
3,9,35,1,3
3,7,32,1,3
3,15,38,1,3
3,8,20,1,3
3,14,30,1,3
3,17,29,1,3
3,7,21,1,3
3,9,32,1,3
3,15,37,1,3
3,4,31,1,3
3,6,36,1,3
3,11,30,1,3
3,13,30,1,3
3,19,35,1,4
3,1,22,1,4
3,10,36,1,4
3,1,33,1,4
3,15,35,1,4
3,17,23,1,4
3,11,36,1,4
3,7,23,1,4
3,9,21,1,4
3,4,37,1,4
3,13,37,1,4
3,16,37,1,4
3,12,25,1,4
3,18,20,1,4
3,16,32,1,4
3,8,36,1,4
3,19,25,1,4
3,9,24,1,4
3,13,32,1,4
3,16,36,1,4
3,19,39,1,4
3,0,29,1,4
3,6,37,1,4
3,15,28,1,4
3,11,31,1,4
3,17,20,1,4
3,9,33,1,4
3,9,38,1,4
3,19,36,1,4
3,9,37,1,4
3,5,24,1,4
3,13,35,1,4
3,17,24,1,4
3,17,36,1,4
3,6,21,1,4
3,15,36,1,4
3,9,23,1,4
3,2,27,1,4
3,15,26,1,4
3,0,33,1,4
3,14,23,1,4
3,11,27,1,4
3,10,20,1,4
3,11,28,1,4
3,12,22,1,4
3,15,27,1,4
3,0,34,1,4
3,10,33,1,4
3,3,28,1,4
3,17,37,1,4
3,6,32,1,4
3,1,36,1,4
4,10,35,1,0
4,0,22,1,0
4,18,24,1,0
4,17,28,1,0
4,16,25,1,0
4,12,30,1,0
4,0,37,1,0
4,16,30,1,0
4,6,29,1,0
4,2,26,1,0
4,9,39,1,0
4,7,28,1,0
4,4,30,1,0
4,0,35,1,0
4,5,29,1,0
4,2,39,1,0
4,19,21,1,0
4,5,30,1,0
4,5,34,1,0
4,6,39,1,0
4,8,30,1,3
4,5,22,1,3
4,8,32,1,3
4,9,35,1,3
4,7,32,1,3
4,15,38,1,3
4,8,20,1,3
4,14,30,1,3
4,17,29,1,3
4,7,21,1,3
4,9,32,1,3
4,15,37,1,3
4,4,31,1,3
4,6,36,1,3
4,11,30,1,3
4,13,30,1,3
4,19,35,1,4
4,1,22,1,4
4,10,36,1,4
4,1,33,1,4
4,15,35,1,4
4,17,23,1,4
4,11,36,1,4
4,7,23,1,4
4,9,21,1,4
4,4,37,1,4
4,13,37,1,4
4,16,37,1,4
4,12,25,1,4
4,18,20,1,4
4,16,32,1,4
4,8,36,1,4
4,19,25,1,4
4,9,24,1,4
4,13,32,1,4
4,16,36,1,4
4,19,39,1,4
4,0,29,1,4
4,6,37,1,4
4,15,28,1,4
4,11,31,1,4
4,17,20,1,4
4,9,33,1,4
4,9,38,1,4
4,19,36,1,4
4,9,37,1,4
4,5,24,1,4
4,13,35,1,4
4,17,24,1,4
4,17,36,1,4
4,6,21,1,4
4,15,36,1,4
4,9,23,1,4
4,2,27,1,4
4,15,26,1,4
4,0,33,1,4
4,14,23,1,4
4,11,27,1,4
4,10,20,1,4
4,11,28,1,4
4,12,22,1,4
4,15,27,1,4
4,0,34,1,4
4,10,33,1,4
4,3,28,1,4
4,17,37,1,4
4,6,32,1,4
4,1,36,1,4
5,10,35,1,0
5,0,22,1,0
5,18,24,1,0
5,17,28,1,0
5,16,25,1,0
5,12,30,1,0
5,0,37,1,0
5,16,30,1,0
5,6,29,1,0
5,2,26,1,0
5,9,39,1,0
5,7,28,1,0
5,4,30,1,0
5,0,35,1,0
5,5,29,1,0
5,2,39,1,0
5,19,21,1,0
5,5,30,1,0
5,5,34,1,0
5,6,39,1,0
5,8,30,1,3
5,5,22,1,3
5,8,32,1,3
5,9,35,1,3
5,7,32,1,3
5,15,38,1,3
5,8,20,1,3
5,14,30,1,3
5,17,29,1,3
5,7,21,1,3
5,9,32,1,3
5,15,37,1,3
5,4,31,1,3
5,6,36,1,3
5,11,30,1,3
5,13,30,1,3
5,19,35,1,4
5,1,22,1,4
5,10,36,1,4
5,1,33,1,4
5,15,35,1,4
5,17,23,1,4
5,11,36,1,4
5,7,23,1,4
5,9,21,1,4
5,4,37,1,4
5,13,37,1,4
5,16,37,1,4
5,12,25,1,4
5,18,20,1,4
5,16,32,1,4
5,8,36,1,4
5,19,25,1,4
5,9,24,1,4
5,13,32,1,4
5,16,36,1,4
5,19,39,1,4
5,0,29,1,4
5,6,37,1,4
5,15,28,1,4
5,11,31,1,4
5,17,20,1,4
5,9,33,1,4
5,9,38,1,4
5,19,36,1,4
5,9,37,1,4
5,5,24,1,4
5,13,35,1,4
5,17,24,1,4
5,17,36,1,4
5,6,21,1,4
5,15,36,1,4
5,9,23,1,4
5,2,27,1,4
5,15,26,1,4
5,0,33,1,4
5,14,23,1,4
5,11,27,1,4
5,10,20,1,4
5,11,28,1,4
5,12,22,1,4
5,15,27,1,4
5,0,34,1,4
5,10,33,1,4
5,3,28,1,4
5,17,37,1,4
5,6,32,1,4
5,1,36,1,4
6,10,35,1,0
6,0,22,1,0
6,18,24,1,0
6,17,28,1,0
6,16,25,1,0
6,12,30,1,0
6,0,37,1,0
6,16,30,1,0
6,6,29,1,0
6,2,26,1,0
6,9,39,1,0
6,7,28,1,0
6,4,30,1,0
6,0,35,1,0
6,5,29,1,0
6,2,39,1,0
6,19,21,1,0
6,5,30,1,0
6,5,34,1,0
6,6,39,1,0
6,8,30,1,3
6,5,22,1,3
6,8,32,1,3
6,9,35,1,3
6,7,32,1,3
6,15,38,1,3
6,8,20,1,3
6,14,30,1,3
6,17,29,1,3
6,7,21,1,3
6,9,32,1,3
6,15,37,1,3
6,4,31,1,3
6,6,36,1,3
6,11,30,1,3
6,13,30,1,3
6,19,35,1,4
6,1,22,1,4
6,10,36,1,4
6,1,33,1,4
6,15,35,1,4
6,17,23,1,4
6,11,36,1,4
6,7,23,1,4
6,9,21,1,4
6,4,37,1,4
6,13,37,1,4
6,16,37,1,4
6,12,25,1,4
6,18,20,1,4
6,16,32,1,4
6,8,36,1,4
6,19,25,1,4
6,9,24,1,4
6,13,32,1,4
6,16,36,1,4
6,19,39,1,4
6,0,29,1,4
6,6,37,1,4
6,15,28,1,4
6,11,31,1,4
6,17,20,1,4
6,9,33,1,4
6,9,38,1,4
6,19,36,1,4
6,9,37,1,4
6,5,24,1,4
