tick,agent_id,agent_type,x,y,rank
1,3000114,5,36,13,2
1,3000115,5,29,4,2
1,3000116,5,28,5,2
1,3000117,5,23,9,2
1,3000118,5,30,16,2
1,3000119,5,22,19,2
1,3000120,5,22,18,2
1,3000121,5,32,4,2
1,3000122,5,32,7,2
1,3000123,5,27,13,2
1,3000124,5,32,1,2
1,3000125,5,34,9,2
1,3000126,5,36,11,2
1,3000127,5,30,12,2
1,3000128,5,26,17,2
1,3000129,5,34,4,2
1,3000130,5,37,3,2
1,3000131,5,38,7,2
1,3000132,5,27,11,2
1,3000133,5,27,19,2
1,3000134,5,24,5,2
1,3000135,5,31,8,2
1,3000136,5,29,5,2
1,3000137,5,21,19,2
1,3000138,5,20,3,2
1,3000139,5,31,18,2
1,3000140,5,24,14,2
1,3000141,5,36,2,2
1,3000142,5,23,1,2
1,3000143,5,36,16,2
1,3000144,5,28,19,2
1,3000145,5,35,0,2
1,3000146,5,33,15,2
1,3000147,5,30,18,2
1,3000148,5,39,5,2
1,3000149,5,25,14,2
1,3000150,5,24,4,2
1,3000151,5,23,14,2
1,3000152,5,34,13,2
1,3000153,5,30,5,2
1,3000154,5,37,4,2
1,3000155,5,39,9,2
1,3000156,5,30,7,2
1,3000157,5,38,3,2
1,3000158,5,38,15,2
1,3000159,5,33,12,2
1,3000160,5,38,5,2
1,3000161,5,24,19,2
1,3000162,5,38,14,2
1,3000163,5,36,5,2
1,3000164,5,20,17,2
1,3000165,5,22,3,2
1,3000166,5,25,11,2
1,3000167,5,37,19,2
1,3000168,5,26,4,2
1,3000169,5,28,4,2
1,3000170,5,22,1,2
1,3000171,5,23,3,2
1,3000172,5,26,7,2
1,3000173,5,34,1,2
1,3000174,5,39,12,2
1,3000175,5,23,4,2
1,3000176,5,30,10,2
1,3000177,5,37,18,2
1,3000178,5,24,7,2
1,3000179,5,36,6,2
1,3000180,5,33,16,2
1,3000181,5,27,9,2
1,3000182,5,33,5,2
1,3000183,5,25,5,2
1,3000184,5,30,1,2
1,3000185,5,24,6,2
1,3000186,5,26,3,2
1,3000187,5,39,14,2
1,4000088,5,26,38,3
1,4000089,5,21,27,3
1,4000090,5,20,26,3
1,4000091,5,34,26,3
1,4000092,5,29,29,3
1,4000093,5,25,30,3
1,4000094,5,21,38,3
1,4000095,5,37,31,3
1,4000096,5,34,34,3
1,4000097,5,20,38,3
1,4000098,5,20,36,3
1,4000099,5,36,34,3
1,4000100,5,22,36,3
1,4000101,5,39,36,3
1,4000102,5,33,25,3
1,4000103,5,31,29,3
1,4000104,5,37,26,3
1,4000105,5,28,25,3
1,4000106,5,29,31,3
1,4000107,5,29,26,3
1,4000108,5,30,32,3
1,4000109,5,34,22,3
1,4000110,5,32,28,3
1,4000111,5,38,27,3
1,4000112,5,26,34,3
1,4000113,5,37,21,3
1,4000114,5,22,23,3
1,4000115,5,26,30,3
1,4000116,5,31,28,3
1,4000117,5,23,26,3
1,4000118,5,23,23,3
1,4000119,5,36,38,3
1,4000120,5,28,24,3
1,4000121,5,36,22,3
1,4000122,5,27,26,3
1,4000123,5,25,24,3
1,4000124,5,33,38,3
1,4000125,5,38,22,3
1,4000126,5,35,28,3
1,4000127,5,21,37,3
1,4000128,5,38,39,3
1,4000129,5,21,22,3
1,4000130,5,24,21,3
1,4000131,5,20,23,3
1,4000132,5,37,35,3
1,4000133,5,37,38,3
1,4000134,5,27,20,3
1,4000135,5,22,28,3
1,4000136,5,38,36,3
1,4000137,5,32,24,3
1,4000138,5,22,33,3
1,4000139,5,34,28,3
1,4000140,5,39,34,3
1,4000141,5,31,26,3
1,4000142,5,37,27,3
1,4000143,5,28,35,3
1,4000144,5,20,35,3
1,4000145,5,30,23,3
1,4000146,5,24,28,3
1,4000147,5,22,37,3
1,4000148,5,22,39,3
1,4000149,5,29,20,3
1,4000150,5,26,26,3
1,4000151,5,24,35,3
1,4000152,5,39,33,3
1,4000153,5,29,33,3
1,4000154,5,36,37,3
1,4000155,5,29,30,3
1,4000156,5,30,33,3
1,4000157,5,23,32,3
1,4000158,5,27,35,3
1,4000159,5,20,20,3
1,4000160,5,24,30,3
1,4000161,5,29,37,3
1,4000162,5,27,32,3
1,4000163,5,22,27,3
1,4000164,5,33,21,3
1,4000165,5,38,37,3
1,4000166,5,28,22,3
1,4000167,5,20,37,3
1,4000168,5,37,25,3
1,4000169,5,25,27,3
1,4000170,5,35,33,3
1,4000171,5,26,23,3
1,4000172,5,22,34,3
1,4000173,5,30,20,3
1,4000174,5,33,36,3
1,4000175,5,27,28,3
1,4000176,5,31,25,3
1,4000177,5,20,32,3
1,4000178,5,32,38,3
1,4000179,5,39,37,3
1,4000180,5,31,32,3
1,4000181,5,24,37,3
1,4000182,5,31,34,3
1,4000183,5,30,34,3
1,4000184,5,25,29,3
1,4000185,5,27,33,3
1,4000186,5,34,31,3
1,4000187,5,27,30,3
